Method,Best Param,Accuracy Training,Accuracy Testing
BackPropagation Neural Network,"{'optimizer__learning_rate': 0.0001, 'optimizer': 'adam', 'model__dropout_rate': 0.2, 'model__dense_units': 100, 'epochs': 30, 'batch_size': 32}",0.9995894909688013,0.8761279737489746
