precision,recall,f1-score,support
0.8405172413793104,0.8986175115207373,0.868596881959911,217.0
0.861244019138756,0.7964601769911505,0.8275862068965518,226.0
0.8743961352657005,0.8701923076923077,0.872289156626506,208.0
0.926829268292683,0.8260869565217391,0.8735632183908046,184.0
0.907608695652174,0.912568306010929,0.9100817438692098,183.0
0.8654708520179372,0.9601990049751243,0.910377358490566,201.0
0.8761279737489746,0.8761279737489746,0.8761279737489746,0.8761279737489746
0.8793443686244268,0.877354043951998,0.8770824277055915,1219.0
0.8773555404148826,0.8761279737489746,0.8754902305913141,1219.0
